更新时间,#genre#
CCTV-17,http://183.133.104.164:8899/rtp/233.50.201.35:5140$组播源|1920x1080
CCTV-17,http://www.furymax.top:85/rtp/239.69.1.152:10548$组播源|1920x1080
CCTV-17,http://221.219.79.161:4000/rtp/239.3.1.151:8144$组播源|1920x1080
CCTV-17,http://123.113.187.204:8000/rtp/239.3.1.151:8144$组播源
CCTV-17,http://115.171.216.225:4000/rtp/225.1.8.17:8144$组播源
CCTV-17,http://122.9.151.210:6209/rtp/238.255.2.137:5999$组播源
CETV1,http://123.56.129.203:948/rtp/225.1.8.169:4120$北京电信组播源
CETV1,http://122.9.151.210:6175/rtp/238.255.2.105:5999$贵州电信组播源
CETV1,http://123.56.129.203:9398/rtp/225.1.8.169:4120$北京电信组播源
CETV1,http://120.55.49.231:7052/rtp/233.50.201.75:5140$浙江电信组播源
CETV1,http://122.9.151.210:4848/rtp/238.255.2.105:5999$贵州电信组播源
CETV1,http://122.9.151.210:2372/rtp/238.255.2.105:5999$贵州电信组播源
CETV2,http://123.56.129.203:948/rtp/225.1.8.193:4120$北京电信组播源
CETV2,http://122.9.151.210:6175/rtp/238.255.2.221:5999$贵州电信组播源
CETV2,http://123.56.129.203:9398/rtp/225.1.8.193:4120$北京电信组播源
CETV2,http://122.9.151.210:4848/rtp/238.255.2.221:5999$贵州电信组播源
CETV2,http://122.9.151.210:2372/rtp/238.255.2.221:5999$贵州电信组播源
CETV4,http://123.56.129.203:948/rtp/225.1.8.195:4120$北京电信组播源
CETV4,http://122.9.151.210:6175/rtp/238.255.2.222:5999$贵州电信组播源
CETV4,http://123.56.129.203:9398/rtp/225.1.8.195:4120$北京电信组播源
CETV4,http://120.55.49.231:7052/rtp/233.50.200.162:5140$浙江电信组播源
CETV4,http://122.9.151.210:4848/rtp/238.255.2.222:5999$贵州电信组播源
CETV4,http://122.9.151.210:2372/rtp/238.255.2.222:5999$贵州电信组播源
💰央视付费频道,#genre#
央视台球,http://124.230.56.27:55555/udp/239.76.254.58:9000$订阅源
央视台球,http://222.169.41.47:9901/tsfile/live/1012_1.m3u8$订阅源
央视台球,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_TAIQIU-CQ$订阅源
风云足球,http://183.94.146.109:2222/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
风云足球,http://113.236.31.149:9901/tsfile/live/1122_1.m3u8$订阅源
风云足球,http://113.236.28.117:9901/tsfile/live/1122_1.m3u8$订阅源
风云足球,http://123.189.39.129:9901/tsfile/live/1122_1.m3u8$订阅源
风云足球,http://112.234.21.109:9901/tsfile/live/1031_1.m3u8$订阅源
风云足球,http://183.94.146.109:2222/tsfile/live/1017_1.m3u8$订阅源
风云足球,http://120.238.94.10:9901/tsfile/live/1087_1.m3u8$订阅源
世界地理,http://60.2.190.206:4000/udp/239.253.92.113:8066$订阅源|1920x1080
世界地理,http://60.2.190.206:4000/udp/239.253.92.131:6113$订阅源|1920x1080
世界地理,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_SHIJIEDL-CQ$订阅源
世界地理,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.200:80/PLTV/4/224/3221228680/1.m3u8?accountinfo=iqf%2B%2FzVl%2BDwUCM587YmhVxYnN9tz7M5yQyLT6YcSOlC3sKM6ExysDo0g3A9CbIkxKC%2FWpogN2oDXZwE5U7VLVlZh%2Fit2Go0ns93wVa3gyyM9IWVIwKzNTTXWP6IWBZgKFgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026024046%2C-1%2C36.156.32.22%2C20241026024046%2CG_SHIJIEDL-CQ%2C1734227797283_6F%3A4B%3AE6%3A16%3A74%3AD4%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000019436223_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FG_SHIJIEDL-CQ%2FG_SHIJIEDL-CQ&icpid=88888888&from=5&popid=5&hms_devid=123&prioritypopid=5$订阅源
📡卫视频道,#genre#
广东卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=gdws$订阅源
广东卫视,http://60.210.100.54:352/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://124.128.73.58:9901/tsfile/live/0125_1.m3u8?key=txiptv$订阅源
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8$订阅源
广东卫视,http://221.233.192.152:1111/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://218.89.240.144:59901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://61.156.228.12:8154/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://116.128.242.83:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://116.117.105.247:8096/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://123.122.163.183:19999/udp/239.3.1.142:8048$订阅源
广东卫视,http://60.7.56.33:4000/rtp/239.253.92.206:8108$组播源
广东卫视,http://www.furymax.top:85/rtp/239.254.96.140:8914$组播源|1920x1080
广东卫视,http://221.219.79.161:4000/rtp/239.3.1.142:8048$组播源|1920x1080
广东卫视,http://123.113.187.204:8000/rtp/239.3.1.142:8048$组播源
广东卫视,http://115.171.216.225:4000/rtp/225.1.8.151:8132$组播源
广东卫视,http://123.56.129.203:7004/rtp/225.1.8.151:8132$组播源
广东卫视,http://123.56.129.203:7637/rtp/225.1.8.151:8132$组播源
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$订阅源
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$订阅源
浙江卫视,http://123.132.233.194:352/tsfile/live/0124_1.m3u8$订阅源
浙江卫视,http://120.0.52.238:8086/tsfile/live/0124_1.m3u8$订阅源
浙江卫视,http://39.98.201.151:9090/udp/225.1.8.133:8284$订阅源
浙江卫视,http://117.27.190.42:9998/tsfile/live/23271_1.m3u8$订阅源
浙江卫视,http://218.89.240.144:59901/tsfile/live/0124_1.m3u8$订阅源
浙江卫视,http://221.222.162.206:8888/udp/239.3.1.137:8036$订阅源|1920x1080
浙江卫视,http://222.142.70.7:9901/tsfile/live/0124_1.m3u8$订阅源
浙江卫视,http://112.46.85.60:8009/hls/34/index.m3u8$订阅源|1920x1080
浙江卫视,http://222.134.245.16:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江卫视,http://114.249.215.204:9888/udp/239.3.1.137:8036$订阅源|1920x1080
浙江卫视,http://221.219.79.161:4000/rtp/239.3.1.137:8036$组播源|1920x1080
浙江卫视,http://60.7.56.33:4000/rtp/239.253.92.90:8020$组播源
浙江卫视,http://60.2.190.206:4000/rtp/239.253.92.90:8020$组播源|1920x1080
浙江卫视,http://coolcat.synology.me:4022/rtp/239.3.1.137:8036$组播源|1920x1080
浙江卫视,http://www.furymax.top:85/rtp/239.254.96.143:8932$组播源|1920x1080
浙江卫视,http://123.113.187.204:8000/rtp/239.3.1.137:8036$组播源
湖南卫视,http://125.107.221.206:9901/tsfile/live/0128_1.m3u8$订阅源
湖南卫视,http://121.24.98.45:8090/hls/56/index.m3u8$订阅源
湖南卫视,http://222.142.70.7:9901/tsfile/live/0128_1.m3u8$订阅源
湖南卫视,http://117.27.190.42:9998/tsfile/live/23276_1.m3u8$订阅源
湖南卫视,http://220.164.192.48:50085/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
湖南卫视,http://222.241.154.37:9901/tsfile/live/23019_1.m3u8$订阅源
湖南卫视,http://183.185.83.49:9901/tsfile/live/0128_1.m3u8$订阅源
湖南卫视,http://223.166.234.19:7777/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://58.221.214.82:9901/tsfile/live/0128_1.m3u8$订阅源
湖南卫视,http://183.94.1.118:8801/tsfile/live/0128_1.m3u8$订阅源
湖南卫视,http://221.219.79.161:4000/rtp/239.3.1.132:8012$组播源|1920x1080
湖南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.132:8012$组播源|1920x1080
湖南卫视,http://60.2.190.206:4000/rtp/239.253.92.84:8015$组播源|1920x1080
湖南卫视,http://www.furymax.top:85/rtp/239.254.96.139:8908$组播源|1920x1080
湖南卫视,http://115.171.216.225:4000/rtp/225.1.8.132:8064$组播源
湖南卫视,http://123.113.187.204:8000/rtp/239.3.1.132:8012$组播源
北京卫视,http://58.220.219.14:9901/tsfile/live/0122_1.m3u8$订阅源
北京卫视,http://39.98.201.151:9090/udp/225.1.8.21:8002$订阅源
北京卫视,http://1.198.10.73:9901/tsfile/live/0122_1.m3u8$订阅源
北京卫视,http://39.134.136.161:6610/000000001000/6356396163691637298/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=6356396163691637298$订阅源|1920x1080
北京卫视,http://118.248.218.41:8088/tsfile/live/0135_1.m3u8$订阅源|1920x1080
北京卫视,http://60.187.244.165:9901/tsfile/live/0122_1.m3u8$订阅源|1920x1080
北京卫视,http://60.12.183.46:9901/tsfile/live/0015_2.m3u8?key=txiptv&playlive=0&authid=0$订阅源
北京卫视,http://125.43.244.213:9901/tsfile/live/0107_1.m3u8$订阅源
北京卫视,http://60.2.190.206:4000/udp/239.253.92.87:8014$订阅源|1920x1080
北京卫视,http://111.14.181.15:9901/tsfile/live/0122_1.m3u8$订阅源
北京卫视,http://60.2.190.206:4000/rtp/239.253.92.87:8014$组播源|1920x1080
北京卫视,http://221.219.79.161:4000/rtp/239.3.1.241:8000$组播源|1920x1080
北京卫视,http://www.furymax.top:85/rtp/239.254.96.141:8920$组播源|1920x1080
北京卫视,http://111.196.191.248:5555/rtp/239.3.1.241:8000$组播源|1920x1080
北京卫视,http://221.222.162.206:8888/rtp/239.3.1.241:8000$组播源|1920x1080
北京卫视,http://115.171.216.225:4000/rtp/225.1.8.21:8002$组播源
北京卫视,http://115.171.216.225:4000/rtp/225.1.8.121:8002$组播源
北京卫视,http://123.113.187.204:8000/rtp/239.3.1.241:8000$组播源
北京卫视,http://60.7.56.33:4000/rtp/239.253.92.87:8014$组播源
湖北卫视,http://221.213.69.82:9901/tsfile/live/0121_1.m3u8$订阅源
湖北卫视,http://116.117.104.242:8096/tsfile/live/0132_1.m3u8$订阅源
湖北卫视,http://222.134.245.16:9901/tsfile/live/0132_1.m3u8$订阅源
湖北卫视,http://39.98.201.151:9090/udp/225.1.8.146:8136$订阅源
湖北卫视,http://60.7.56.33:4000/udp/239.253.92.210:6567$订阅源
湖北卫视,http://123.122.162.7:19999/udp/239.3.1.138:8044$订阅源|1920x1080
湖北卫视,http://115.48.63.1:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
湖北卫视,http://183.3.134.56:9901/tsfile/live/0132_1.m3u8?key=tvbox6_com&playlive=1&authid=0$订阅源
湖北卫视,http://58.220.219.14:9901/tsfile/live/0132_1.m3u8$订阅源
湖北卫视,http://9943a6.tv.netsite.cc/proxy/209398845/209398845.m3u8$订阅源
湖北卫视,http://60.2.190.206:4000/rtp/239.253.92.210:6567$组播源|1920x1080
湖北卫视,http://111.196.191.248:5555/rtp/239.3.1.138:8044$组播源|1920x1080
湖北卫视,http://123.113.187.204:8000/rtp/239.3.1.138:8044$组播源
湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564$组播源
湖北卫视,http://www.furymax.top:85/rtp/239.254.96.115:8664$组播源|1920x1080
湖北卫视,http://123.117.174.237:30000/rtp/239.3.1.138:8044$组播源|1920x1080
湖北卫视,http://60.7.56.33:4000/rtp/239.253.92.210:6567$组播源
黑龙江卫视,http://171.110.42.2:8181/tsfile/live/0143_1.m3u8$订阅源
黑龙江卫视,http://124.128.73.58:9901/tsfile/live/0143_1.m3u8$订阅源
黑龙江卫视,http://223.166.234.19:7777/tsfile/live/0143_1.m3u8$订阅源
黑龙江卫视,http://119.36.148.115:59901/tsfile/live/0143_1.m3u8$订阅源
黑龙江卫视,http://123.122.162.7:19999/udp/239.3.1.133:8016$订阅源|1920x1080
黑龙江卫视,http://1.203.111.193:17777/udp/225.1.8.141:8196$订阅源|1920x1080
黑龙江卫视,http://223.105.252.8/PLTV/4/224/3221227753/index.m3u8$订阅源
黑龙江卫视,http://123.130.84.106:8154/tsfile/live/0143_1.m3u8$订阅源
黑龙江卫视,http://183.185.83.13:9901/tsfile/live/0143_1.m3u8$订阅源
黑龙江卫视,http://114.252.238.87:8000/udp/239.3.1.133:8016$订阅源
黑龙江卫视,http://60.7.56.33:4000/rtp/239.253.92.85:8016$组播源
黑龙江卫视,http://123.113.187.204:8000/rtp/239.3.1.133:8016$组播源
黑龙江卫视,http://www.furymax.top:85/rtp/239.254.96.138:8902$组播源|1920x1080
黑龙江卫视,http://222.129.139.229:8888/rtp/239.3.1.133:8016$组播源|1920x1080
黑龙江卫视,http://60.2.190.206:4000/rtp/239.253.92.85:8016$组播源|1920x1080
黑龙江卫视,http://coolcat.synology.me:4022/rtp/239.3.1.133:8016$组播源|1920x1080
黑龙江卫视,http://123.117.174.237:30000/rtp/239.3.1.133:8016$组播源|1920x1080
安徽卫视,http://120.0.52.238:8086/tsfile/live/0130_1.m3u8$订阅源
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
安徽卫视,http://116.117.104.242:8096/tsfile/live/0130_1.m3u8$订阅源
安徽卫视,https://tvbox.nat.netsite.cc:8043/proxy/149472807/149472807.m3u8$订阅源
安徽卫视,http://171.117.241.238:9901/tsfile/live/0130_1.m3u8$订阅源
安徽卫视,http://123.138.22.30:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
安徽卫视,http://219.159.194.129:8181/tsfile/live/0130_1.m3u8$订阅源
安徽卫视,http://61.150.67.62:9901/tsfile/live/0130_1.m3u8$订阅源
安徽卫视,http://180.142.144.201:8181/tsfile/live/0130_1.m3u8$订阅源
安徽卫视,http://119.163.199.98:9901/tsfile/live/0130_1.m3u8$订阅源
安徽卫视,http://123.113.187.204:8000/rtp/239.3.1.211:8064$组播源
安徽卫视,http://coolcat.synology.me:4022/rtp/239.3.1.211:8064$组播源|1920x1080
安徽卫视,http://222.129.139.229:8888/rtp/239.3.1.211:8064$组播源|1920x1080
安徽卫视,http://www.furymax.top:85/rtp/239.69.1.70:10060$组播源|1920x1080
安徽卫视,http://221.219.79.161:4000/rtp/239.3.1.211:8064$组播源|1920x1080
安徽卫视,http://115.171.216.225:4000/rtp/225.1.8.135:8272$组播源
重庆卫视,http://60.210.100.54:352/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
重庆卫视,http://112.101.78.50:9901/tsfile/live/0142_1.m3u8$订阅源
重庆卫视,http://f28cdb.tv.netsite.cc/proxy/562106987/562106987.m3u8$订阅源
重庆卫视,http://60.255.240.247:8090/live/cqwsH265_4000.m3u8$订阅源
重庆卫视,http://113.15.184.118:8181/tsfile/live/0142_1.m3u8$订阅源
重庆卫视,http://116.128.242.83:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
重庆卫视,http://115.171.80.176:8888/udp/225.1.8.148:8296$订阅源|1920x1080
重庆卫视,http://114.249.215.204:9888/udp/239.3.1.122:8160$订阅源|1920x1080
重庆卫视,http://101.74.28.50:9901/tsfile/live/0142_1.m3u8$订阅源
重庆卫视,http://60.7.56.33:4000/udp/239.253.92.10:6053$订阅源
重庆卫视,http://60.7.56.33:4000/rtp/239.253.92.10:6053$组播源
重庆卫视,http://coolcat.synology.me:4022/rtp/239.3.1.122:8160$组播源|1920x1080
重庆卫视,http://111.196.191.248:5555/rtp/239.3.1.122:8160$组播源|1920x1080
重庆卫视,http://221.219.79.161:4000/rtp/239.3.1.122:8160$组播源|1920x1080
重庆卫视,http://60.2.190.206:4000/rtp/239.253.92.10:6053$组播源|1920x1080
重庆卫视,http://www.furymax.top:85/rtp/239.69.1.149:10530$组播源|1920x1080
东方卫视,http://219.159.194.129:8181/tsfile/live/0107_1.m3u8$订阅源
东方卫视,http://123.138.22.30:9901/tsfile/live/0107_1.m3u8$订阅源
东方卫视,http://183.3.134.56:9901/tsfile/live/0107_1.m3u8$订阅源
东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8$订阅源
东方卫视,http://60.2.190.206:4000/udp/239.253.92.89:8019$订阅源|1920x1080
东方卫视,http://111.14.181.15:9901/tsfile/live/1020_1.m3u8$订阅源
东方卫视,http://113.57.20.158:9901/tsfile/live/1035_1.m3u8$订阅源
东方卫视,http://221.199.193.189:9901/tsfile/live/0107_1.m3u8$订阅源
东方卫视,http://119.125.134.217:9902/tsfile/live/1037_1.m3u8$订阅源
东方卫视,http://221.213.69.82:9901/tsfile/live/0127_1.m3u8$订阅源
东方卫视,http://60.7.56.33:4000/rtp/239.253.92.89:8019$组播源
东方卫视,http://115.171.216.225:4000/rtp/225.1.8.147:8192$组播源
东方卫视,http://221.219.79.161:4000/rtp/239.3.1.136:8032$组播源|1920x1080
东方卫视,http://www.furymax.top:85/rtp/239.69.1.173:10674$组播源|1920x1080
东方卫视,http://coolcat.synology.me:4022/rtp/239.3.1.136:8032$组播源|1920x1080
东方卫视,http://www.furymax.top:85/rtp/239.254.96.142:8926$组播源|1920x1080
东南卫视,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=fujian$订阅源
东南卫视,http://58.19.43.46:9901/tsfile/live/1046_1.m3u8$订阅源|1920x1080
东南卫视,http://183.94.146.109:2222/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://218.89.240.144:59901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://223.241.247.214:9901/tsfile/live/0137_1.m3u8$订阅源
东南卫视,http://124.116.118.230:9901/tsfile/live/0137_1.m3u8$订阅源
东南卫视,http://202.100.46.58:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://124.128.73.58:9901/tsfile/live/0137_1.m3u8?key=txiptv$订阅源
东南卫视,http://219.159.194.172:8181/tsfile/live/0137_1.m3u8$订阅源
东南卫视,http://175.16.180.250:9901/tsfile/live/0137_1.m3u8$订阅源
东南卫视,http://123.113.187.204:8000/rtp/239.3.1.156:8148$组播源
东南卫视,http://221.219.79.161:4000/rtp/239.3.1.156:8148$组播源|1920x1080
东南卫视,http://www.furymax.top:85/rtp/239.69.1.108:10286$组播源|1920x1080
东南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.156:8148$组播源|1920x1080
东南卫视,http://60.7.56.33:4000/rtp/239.253.92.201:6146$组播源
东南卫视,http://115.171.216.225:4000/rtp/225.1.8.149:8112$组播源
甘肃卫视,http://58.220.219.14:9901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://61.150.67.62:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://101.19.84.8:9901/tsfile/live/0141_2.m3u8$订阅源
甘肃卫视,http://113.15.184.118:8181/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://115.171.216.225:4000/udp/225.1.8.162:8188$订阅源
甘肃卫视,http://223.166.234.19:7777/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://1.203.111.193:17777/udp/225.1.8.162:8188$订阅源|1920x1080
甘肃卫视,http://223.166.234.19:7777/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://220.249.114.102:9901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://f28cdb.tv.netsite.cc/proxy/910220240/910220240.m3u8$订阅源
甘肃卫视,http://coolcat.synology.me:4022/rtp/239.3.1.49:8188$组播源|1920x1080
甘肃卫视,http://221.222.162.206:8888/rtp/239.3.1.49:8188$组播源|1920x1080
甘肃卫视,http://221.219.79.161:4000/rtp/239.3.1.49:8188$组播源|1920x1080
甘肃卫视,http://123.113.187.204:8000/rtp/239.3.1.49:8188$组播源
甘肃卫视,http://115.171.216.225:4000/rtp/225.1.8.162:8188$组播源
甘肃卫视,http://123.56.129.203:7637/rtp/225.1.8.162:8188$组播源
甘肃卫视,http://122.9.151.210:8088/rtp/238.255.2.73:5999$组播源
甘肃卫视,http://122.9.151.210:6209/rtp/238.255.2.73:5999$组播源
甘肃卫视,http://122.9.151.210:2669/rtp/238.255.2.73:5999$组播源
广西卫视,http://113.57.20.158:9901/tsfile/live/1004_1.m3u8$订阅源
广西卫视,http://113.57.20.158:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广西卫视,http://118.122.189.74:9901/tsfile/live/0113_1.m3u8$订阅源
广西卫视,http://mom.cloudns.be:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广西卫视,http://125.107.221.206:9901/tsfile/live/0113_1.m3u8$订阅源
广西卫视,http://58.19.43.46:9901/tsfile/live/1004_1.m3u8$订阅源|1920x1080
广西卫视,http://115.171.216.225:4000/udp/225.1.8.152:8300$订阅源
广西卫视,http://58.220.219.14:9901/tsfile/live/0113_1.m3u8$订阅源
广西卫视,http://221.199.193.215:9901/tsfile/live/0113_1.m3u8$订阅源
广西卫视,http://110.80.17.38:9901/tsfile/live/0113_1.m3u8$订阅源
广西卫视,http://221.219.79.161:4000/rtp/239.3.1.39:8300$组播源|1920x1080
广西卫视,http://60.7.56.33:4000/rtp/239.253.92.76:8043$组播源
广西卫视,http://www.furymax.top:85/rtp/239.69.1.191:10788$组播源|1920x1080
广西卫视,http://60.2.190.206:4000/rtp/239.253.92.76:8043$组播源|1920x1080
广西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.39:8300$组播源|1920x1080
广西卫视,http://221.222.162.206:8888/rtp/239.3.1.39:8300$组播源|1920x1080
广西卫视,http://123.117.174.237:30000/rtp/239.3.1.39:8300$组播源|1920x1080
贵州卫视,http://116.117.104.39:8096/tsfile/live/0120_1.m3u8$订阅源
贵州卫视,http://117.27.190.42:9998/tsfile/live/23252_1.m3u8$订阅源
贵州卫视,http://27.14.27.11:9901/tsfile/live/0120_2.m3u8$订阅源
贵州卫视,http://223.13.1.185:9901/tsfile/live/1036_1.m3u8$订阅源|1920x1080
贵州卫视,http://1.197.81.7:9901/tsfile/live/0120_1.m3u8$订阅源
贵州卫视,http://116.117.105.183:8096/tsfile/live/0120_1.m3u8$订阅源
贵州卫视,http://114.252.239.133:9876/udp/239.3.1.149:8076$订阅源
贵州卫视,http://222.134.245.16:9901/tsfile/live/0120_1.m3u8$订阅源
贵州卫视,http://221.199.193.215:9901/tsfile/live/0120_1.m3u8$订阅源
贵州卫视,http://121.24.98.45:8090/hls/40/index.m3u8$订阅源
贵州卫视,http://221.219.79.161:4000/rtp/239.3.1.149:8076$组播源|1920x1080
贵州卫视,http://60.2.190.206:4000/rtp/239.253.92.105:6055$组播源|1920x1080
贵州卫视,http://coolcat.synology.me:4022/rtp/239.3.1.149:8076$组播源|1920x1080
贵州卫视,http://www.furymax.top:85/rtp/239.69.1.150:10536$组播源|1920x1080
贵州卫视,http://60.7.56.33:4000/rtp/239.253.92.105:6055$组播源
贵州卫视,http://111.196.129.152:20000/rtp/239.3.1.149:8076$组播源|1920x1080
海南卫视,http://114.249.215.204:9888/udp/239.3.1.45:8304$订阅源|1920x1080
海南卫视,http://121.19.134.139:808/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
海南卫视,http://218.89.240.144:59901/tsfile/live/1000_1.m3u8$订阅源
海南卫视,http://livelyws.chinamcache.com/lyws/zb01.m3u8?auth_key=1593241343-0-0-90b80e74457c94b2015f9428a1cb9b0e$订阅源
海南卫视,http://59.48.75.130:3052/tsfile/live/0141_1.m3u8$订阅源
海南卫视,http://114.249.229.24:8888/udp/239.3.1.45:8304$订阅源
海南卫视,http://220.164.192.48:50085/tsfile/live/1003_1.m3u8$订阅源
海南卫视,http://119.36.148.115:59901/tsfile/live/1008_1.m3u8$订阅源
海南卫视,http://59.173.243.210:9901/tsfile/live/1040_1.m3u8$订阅源
海南卫视,http://61.157.139.15:9901/tsfile/live/2404_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
海南卫视,http://221.219.79.161:4000/rtp/239.3.1.45:8304$组播源|1920x1080
海南卫视,http://www.furymax.top:85/rtp/239.69.1.151:10542$组播源|1920x1080
海南卫视,http://60.7.56.33:4000/rtp/239.253.93.155:6323$组播源
海南卫视,http://123.113.187.204:8000/rtp/239.3.1.45:8304$组播源
海南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.45:8304$组播源|1920x1080
海南卫视,http://115.171.216.225:4000/rtp/225.1.8.158:8304$组播源
河北卫视,http://171.110.42.2:8181/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://118.122.189.74:9901/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://nas.hssvm.com:8888/udp/225.1.2.27:5002$订阅源
河北卫视,http://123.113.249.203:8888/udp/239.3.1.148:8072$订阅源|1920x1080
河北卫视,http://111.14.181.15:9901/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://1.199.235.116:9901/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://114.252.239.133:9876/udp/239.3.1.148:8072$订阅源
河北卫视,http://120.0.52.241:8086/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://222.84.193.60:8181/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://111.160.17.2:59901/tsfile/live/0001_39.m3u8$订阅源
河北卫视,http://222.129.139.229:8888/rtp/239.3.1.148:8072$组播源|1920x1080
河北卫视,http://coolcat.synology.me:4022/rtp/239.3.1.148:8072$组播源|1920x1080
河北卫视,http://www.furymax.top:85/rtp/239.254.96.113:9616$组播源|1920x1080
河北卫视,http://60.2.190.206:4000/rtp/239.253.92.154:6011$组播源|1920x1080
河北卫视,http://www.furymax.top:85/rtp/239.69.1.157:10578$组播源|1920x1080
河北卫视,http://221.219.79.161:4000/rtp/239.3.1.148:8072$组播源|1920x1080
河北卫视,http://123.113.187.204:8000/rtp/239.3.1.148:8072$组播源
河南卫视,http://221.222.162.206:8888/udp/239.3.1.27:8128$订阅源|1920x1080
河南卫视,http://220.249.114.102:9901/tsfile/live/0139_1.m3u8$订阅源
河南卫视,http://119.125.134.179:9901/tsfile/live/0139_1.m3u8$订阅源
河南卫视,http://222.169.85.8:9901/tsfile/live/0139_1.m3u8$订阅源
河南卫视,http://60.12.183.46:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
河南卫视,http://218.89.240.144:59901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
河南卫视,http://wouu.net:9977/udp/239.93.42.45:5140$订阅源|1920x1080
河南卫视,http://123.113.249.203:8888/udp/239.3.1.27:8128$订阅源|1920x1080
河南卫视,http://112.102.217.173:9003//hls/44/index.m3u8$订阅源
河南卫视,http://115.171.216.225:4000/udp/225.1.8.140:8128$订阅源
河南卫视,http://www.furymax.top:85/rtp/239.69.1.168:10644$组播源|1920x1080
河南卫视,http://60.7.56.33:4000/rtp/239.253.92.137:6144$组播源
河南卫视,http://221.222.162.206:8888/rtp/239.3.1.27:8128$组播源|1920x1080
河南卫视,http://222.129.139.229:8888/rtp/239.3.1.27:8128$组播源|1920x1080
河南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.27:8128$组播源|1920x1080
河南卫视,http://60.2.190.206:4000/rtp/239.253.92.137:6144$组播源|1920x1080
吉林卫视,http://218.13.170.98:9901/tsfile/live/1018_1.m3u8$订阅源
